Iteration,Time(ns),NumEClasses,NumENodes
0,0,81,81
1,1532685,81,160
2,3943949,81,315
3,13360703,81,613
4,52595249,81,1161
5,183084758,81,2065
6,596443945,81,3105
7,1413153145,81,3241
