Iteration,Time(ns),NumEClasses,NumENodes
0,0,81,81
1,1946421,81,160
2,3826911,81,315
3,9011062,81,613
4,24492236,81,1161
5,72272695,81,2065
6,200652322,81,3105
7,404743308,81,3241
