Iteration,Time(ns),NumEClasses,NumENodes
0,0,81,81
1,1908279,81,160
2,3870336,81,315
3,8659745,81,613
4,23874280,81,1161
5,70219615,81,2065
6,195241503,81,3105
7,390841310,81,3241
