Iteration,Time(ns),NumEClasses,NumENodes
0,0,81,81
1,1712780,81,160
2,3795376,81,315
3,10885013,81,613
4,29191818,81,1161
5,84648435,81,2065
6,237678662,81,3105
7,507758776,81,3241
