Iteration,Time(ns),NumEClasses,NumENodes
0,0,81,81
1,2010713,81,160
2,4286135,81,315
3,10854849,81,613
4,32997296,81,1161
5,102334717,81,2065
6,286474504,81,3105
7,602686718,81,3241
