Iteration,Time(ns),NumEClasses,NumENodes
0,0,81,81
1,2450344,81,160
2,4623251,81,315
3,10074554,81,613
4,25621407,81,1161
5,81376935,81,2065
6,227921861,81,3105
7,443291345,81,3241
