Iteration,Time(ns),NumEClasses,NumENodes
0,0,81,81
1,1921591,81,160
2,4100089,81,315
3,9329754,81,613
4,25437873,81,1161
5,76295973,81,2065
6,220439873,81,3105
7,429058018,81,3241
